DEVICE_ID|DEVICE_HOSTNAME|DEVICE_IP_STRING|DEVICE_SOURCE_ID|DEVICE_SOURCE_OS_NAME|ORG_L1_ID|ORG_ID|ORG_SOURCE_ID|SOURCE_DEV_ID|SOURCE_DEV_CUST_DEVICE_NAME|SOURCE_DEV_MACHINE_HOST_NAME|SOURCE_DEV_MACHINE_PLATFORM|SOURCE_DEV_CUST_ID|SOURCE_DEV_STATUS|SOURCE_DEV_SERVICE_NAME|SOURCE_DEV_MANUFACTURER|SOURCE_DEV_SOFTWARE_VERSION|SOURCE_DEV_SENSOR_TYPE|SOURCE_DEV_PRIMARY_FUNCTION|SOURCE_DEV_PRIMARY_APPLICATION|SOURCE_DEV_IDS_CONFIG_TYPE|SOURCE_DEV_NETWORK_SEG_TYPE|SOURCE_DEV_INLINE_APPLIANCE_MODE|SOURCE_DEV_STACKED_FLAG|SOURCE_DEV_MANAGED_BY|SOURCE_DEV_MONITORED_BY|SOURCE_DEV_CLUSTER_FW_NAME|SOURCE_DEV_IDS_CONFIG_TYPE2|SOURCE_DEV_FW_TYPE_AND_VER|SOURCE_DEV_DEFAULT_GATEWAY|SOURCE_DEV_IP_EXT_STRING|SOURCE_DEV_OS_NAME|SOURCE_DEV_NLR_THRESHOLD|SOURCE_DEV_POLL_PERIOD|SOURCE_DEV_SITE_NAME|SOURCE_DEV_SITE_ID|SOURCE_DEV_DATA_RETENTION_PERIOD|SOURCE_DEV_INDEX_RETENTION_PERIOD|SOURCE_DEV_TIMEZONE|SOURCE_CUST_ID|SOURCE_CUST_NAME|SOURCE_CUST_PARTNER_ID|SOURCE_CUST_PARTNER_NAME|SOURCE_CUST_CATEGORY|SOURCE_CUST_INDUSTRY|SOURCE_CUST_REGULATED|SOURCE_CUST_MIDS|SOURCE_CUST_NUM_IDS|SOURCE_CUST_MPS|SOURCE_CUST_MFS|SOURCE_CUST_NUM_FW|SOURCE_CUST_SELM|SOURCE_CUST_VMS|SOURCE_CUST_NUM_EXT_IP|SOURCE_CUST_NUM_INT_IP|SOURCE_CUST_NUM_SCANNERS|SOURCE_CUST_LMS|SOURCE_CUST_EAM|SOURCE_CUST_NUM_DEVICES|SOURCE_CUST_THIRD_PARTY|SOURCE_CUST_SERVICE_NAME|SOURCE_CUST_SIA|SOURCE_CUST_SIA_NAME|SOURCE_CUST_PCI_DSS|SOURCE_CUST_HIPAA|SOURCE_CUST_GLBA|SOURCE_CUST_MRR|SOURCE_CUST_STATUS|INDUSTRY_ID|IND_SECTION_CD|IND_SECTION_NAME|IND_SECTION_SHORT_NAME|IND_DIVISION_CD|IND_DIVISION_NAME|IND_DIVISION_SHORT_NAME|CONS_DB_IP_STRING|CONS_DB_HOSTNAME|FW_DB_IP_STRING|FW_DB_HOSTNAME|LMS_AGG_IP_STRING|LMS_AGG_HOSTNAME
|0125-0000|10.224.11.70|SA0000000732037|windows 2000 server|8578|8578|CIDD706804|SA0000000732037|0125-0000|0125-0000|Other|CIDD706804|active|selm - server - select|||||||||||||||||||||||||CIDD706804|Cumberland Farms|CID001826|Direct|managed_service|54: food stores|yes|yes||yes|yes||yes|unk||||yes||||||||||1233.35|active|10|g|wholesale and retail trade; repair of motor vehicles and motorcycles|retail, wholesale, vehicle repair|47|retail trade, except of motor vehicles and motorcycles|retail trade||||||
|0125-pos1|10.224.11.61|SA0000000733029|windows 2000 server|8578|8578|CIDD706804|SA0000000733029|0125-pos1|0125-pos1|Other|CIDD706804|active|selm - server - select|||||||||||||||||||||||||CIDD706804|Cumberland Farms|CID001826|Direct|managed_service|54: food stores|yes|yes||yes|yes||yes|unk||||yes||||||||||1233.35|active|10|g|wholesale and retail trade; repair of motor vehicles and motorcycles|retail, wholesale, vehicle repair|47|retail trade, except of motor vehicles and motorcycles|retail trade||||||
|0125-pos2|10.224.11.62|SA0000000733028|windows 2000 server|8578|8578|CIDD706804|SA0000000733028|0125-pos2|0125-pos2|Other|CIDD706804|active|selm - server - select|||||||||||||||||||||||||CIDD706804|Cumberland Farms|CID001826|Direct|managed_service|54: food stores|yes|yes||yes|yes||yes|unk||||yes||||||||||1233.35|active|10|g|wholesale and retail trade; repair of motor vehicles and motorcycles|retail, wholesale, vehicle repair|47|retail trade, except of motor vehicles and motorcycles|retail trade||||||
|0129-2009|10.224.13.70|SA0000000734416|windows 2000 server|8578|8578|CIDD706804|SA0000000734416|0129-2009|0129-2009|Other|CIDD706804|active|selm - server - select|||||||||||||||||||||||||CIDD706804|Cumberland Farms|CID001826|Direct|managed_service|54: food stores|yes|yes||yes|yes||yes|unk||||yes||||||||||1233.35|active|10|g|wholesale and retail trade; repair of motor vehicles and motorcycles|retail, wholesale, vehicle repair|47|retail trade, except of motor vehicles and motorcycles|retail trade||||||
|0129-pos1|10.224.13.61|SA0000000734415|windows 2000 server|8578|8578|CIDD706804|SA0000000734415|0129-pos1|0129-pos1|Other|CIDD706804|active|selm - server - select|||||||||||||||||||||||||CIDD706804|Cumberland Farms|CID001826|Direct|managed_service|54: food stores|yes|yes||yes|yes||yes|unk||||yes||||||||||1233.35|active|10|g|wholesale and retail trade; repair of motor vehicles and motorcycles|retail, wholesale, vehicle repair|47|retail trade, except of motor vehicles and motorcycles|retail trade||||||
|0129-pos2|10.224.13.62|SA0000000734418|windows 2000 server|8578|8578|CIDD706804|SA0000000734418|0129-pos2|0129-pos2|Other|CIDD706804|active|selm - server - select|||||||||||||||||||||||||CIDD706804|Cumberland Farms|CID001826|Direct|managed_service|54: food stores|yes|yes||yes|yes||yes|unk||||yes||||||||||1233.35|active|10|g|wholesale and retail trade; repair of motor vehicles and motorcycles|retail, wholesale, vehicle repair|47|retail trade, except of motor vehicles and motorcycles|retail trade||||||
|0130-2464|10.224.14.70|SA0000000732061|windows 2000 server|8578|8578|CIDD706804|SA0000000732061|0130-2464|0130-2464|Other|CIDD706804|active|selm - server - select|||||||||||||||||||||||||CIDD706804|Cumberland Farms|CID001826|Direct|managed_service|54: food stores|yes|yes||yes|yes||yes|unk||||yes||||||||||1233.35|active|10|g|wholesale and retail trade; repair of motor vehicles and motorcycles|retail, wholesale, vehicle repair|47|retail trade, except of motor vehicles and motorcycles|retail trade||||||
|0130-pos1|10.224.14.61|SA0000000733083|windows 2000 server|8578|8578|CIDD706804|SA0000000733083|0130-pos1|0130-pos1|Other|CIDD706804|active|selm - server - select|||||||||||||||||||||||||CIDD706804|Cumberland Farms|CID001826|Direct|managed_service|54: food stores|yes|yes||yes|yes||yes|unk||||yes||||||||||1233.35|active|10|g|wholesale and retail trade; repair of motor vehicles and motorcycles|retail, wholesale, vehicle repair|47|retail trade, except of motor vehicles and motorcycles|retail trade||||||
|0130-pos2|10.224.14.62|SA0000000743535|other|8578|8578|CIDD706804|SA0000000743535|0130-pos2|0130-pos2|Other|CIDD706804|active|selm - server - select|||||||||||||||||||||||||CIDD706804|Cumberland Farms|CID001826|Direct|managed_service|54: food stores|yes|yes||yes|yes||yes|unk||||yes||||||||||1233.35|active|10|g|wholesale and retail trade; repair of motor vehicles and motorcycles|retail, wholesale, vehicle repair|47|retail trade, except of motor vehicles and motorcycles|retail trade||||||
|0131-2023|10.226.190.71|P00000008030420|windows 2003|8578|8578|CIDD706804|P00000008030420|0131-2023|0131-2023|Other|CIDD706804|active|selm - server - select|||||||||||||||||||||||||CIDD706804|Cumberland Farms|CID001826|Direct|managed_service|54: food stores|yes|yes||yes|yes||yes|unk||||yes||||||||||1233.35|active|10|g|wholesale and retail trade; repair of motor vehicles and motorcycles|retail, wholesale, vehicle repair|47|retail trade, except of motor vehicles and motorcycles|retail trade||||||
|0131-2023|10.224.15.70|SA0000000732156|windows 2000 server|8578|8578|CIDD706804|SA0000000732156|0131-2023|0131-2023|Other|CIDD706804|active|selm - server - select|||||||||||||||||||||||||CIDD706804|Cumberland Farms|CID001826|Direct|managed_service|54: food stores|yes|yes||yes|yes||yes|unk||||yes||||||||||1233.35|active|10|g|wholesale and retail trade; repair of motor vehicles and motorcycles|retail, wholesale, vehicle repair|47|retail trade, except of motor vehicles and motorcycles|retail trade||||||
|0131-pos1|10.224.15.61|SA0000000733042|windows 2000 server|8578|8578|CIDD706804|SA0000000733042|0131-pos1|0131-pos1|Other|CIDD706804|active|selm - server - select|||||||||||||||||||||||||CIDD706804|Cumberland Farms|CID001826|Direct|managed_service|54: food stores|yes|yes||yes|yes||yes|unk||||yes||||||||||1233.35|active|10|g|wholesale and retail trade; repair of motor vehicles and motorcycles|retail, wholesale, vehicle repair|47|retail trade, except of motor vehicles and motorcycles|retail trade||||||
|0131-pos2|10.224.15.62|SA0000000733043|windows 2000 server|8578|8578|CIDD706804|SA0000000733043|0131-pos2|0131-pos2|Other|CIDD706804|active|selm - server - select|||||||||||||||||||||||||CIDD706804|Cumberland Farms|CID001826|Direct|managed_service|54: food stores|yes|yes||yes|yes||yes|unk||||yes||||||||||1233.35|active|10|g|wholesale and retail trade; repair of motor vehicles and motorcycles|retail, wholesale, vehicle repair|47|retail trade, except of motor vehicles and motorcycles|retail trade||||||
|0131-pos3|10.224.15.63|SA0000000741319|windows 2000 server|8578|8578|CIDD706804|SA0000000741319|0131-pos3|0131-pos3|Other|CIDD706804|active|selm - server - select|||||||||||||||||||||||||CIDD706804|Cumberland Farms|CID001826|Direct|managed_service|54: food stores|yes|yes||yes|yes||yes|unk||||yes||||||||||1233.35|active|10|g|wholesale and retail trade; repair of motor vehicles and motorcycles|retail, wholesale, vehicle repair|47|retail trade, except of motor vehicles and motorcycles|retail trade||||||
|0132-0000|10.224.16.70|SA0000000734620|windows 2000 server|8578|8578|CIDD706804|SA0000000734620|0132-0000|0132-0000|Other|CIDD706804|active|selm - server - select|||||||||||||||||||||||||CIDD706804|Cumberland Farms|CID001826|Direct|managed_service|54: food stores|yes|yes||yes|yes||yes|unk||||yes||||||||||1233.35|active|10|g|wholesale and retail trade; repair of motor vehicles and motorcycles|retail, wholesale, vehicle repair|47|retail trade, except of motor vehicles and motorcycles|retail trade||||||
|0132-pos1|10.224.16.61|SA0000000734619|windows 2000 server|8578|8578|CIDD706804|SA0000000734619|0132-pos1|0132-pos1|Other|CIDD706804|active|selm - server - select|||||||||||||||||||||||||CIDD706804|Cumberland Farms|CID001826|Direct|managed_service|54: food stores|yes|yes||yes|yes||yes|unk||||yes||||||||||1233.35|active|10|g|wholesale and retail trade; repair of motor vehicles and motorcycles|retail, wholesale, vehicle repair|47|retail trade, except of motor vehicles and motorcycles|retail trade||||||
|0132-pos2|10.224.16.62|SA0000000734622|windows 2000 server|8578|8578|CIDD706804|SA0000000734622|0132-pos2|0132-pos2|Other|CIDD706804|active|selm - server - select|||||||||||||||||||||||||CIDD706804|Cumberland Farms|CID001826|Direct|managed_service|54: food stores|yes|yes||yes|yes||yes|unk||||yes||||||||||1233.35|active|10|g|wholesale and retail trade; repair of motor vehicles and motorcycles|retail, wholesale, vehicle repair|47|retail trade, except of motor vehicles and motorcycles|retail trade||||||
|0133-2015|10.224.17.70|SA0000000733707|windows 2000 server|8578|8578|CIDD706804|SA0000000733707|0133-2015|0133-2015|Other|CIDD706804|active|selm - server - select|||||||||||||||||||||||||CIDD706804|Cumberland Farms|CID001826|Direct|managed_service|54: food stores|yes|yes||yes|yes||yes|unk||||yes||||||||||1233.35|active|10|g|wholesale and retail trade; repair of motor vehicles and motorcycles|retail, wholesale, vehicle repair|47|retail trade, except of motor vehicles and motorcycles|retail trade||||||
|0133-pos1|10.224.17.61|SA0000000733706|windows 2000 server|8578|8578|CIDD706804|SA0000000733706|0133-pos1|0133-pos1|Other|CIDD706804|active|selm - server - select|||||||||||||||||||||||||CIDD706804|Cumberland Farms|CID001826|Direct|managed_service|54: food stores|yes|yes||yes|yes||yes|unk||||yes||||||||||1233.35|active|10|g|wholesale and retail trade; repair of motor vehicles and motorcycles|retail, wholesale, vehicle repair|47|retail trade, except of motor vehicles and motorcycles|retail trade||||||
|0133-pos2|10.224.17.62|SA0000000733709|windows 2000 server|8578|8578|CIDD706804|SA0000000733709|0133-pos2|0133-pos2|Other|CIDD706804|active|selm - server - select|||||||||||||||||||||||||CIDD706804|Cumberland Farms|CID001826|Direct|managed_service|54: food stores|yes|yes||yes|yes||yes|unk||||yes||||||||||1233.35|active|10|g|wholesale and retail trade; repair of motor vehicles and motorcycles|retail, wholesale, vehicle repair|47|retail trade, except of motor vehicles and motorcycles|retail trade||||||
|0135-2139|10.224.18.70|SA0000000732070|windows 2000 server|8578|8578|CIDD706804|SA0000000732070|0135-2139|0135-2139|Other|CIDD706804|active|selm - server - select|||||||||||||||||||||||||CIDD706804|Cumberland Farms|CID001826|Direct|managed_service|54: food stores|yes|yes||yes|yes||yes|unk||||yes||||||||||1233.35|active|10|g|wholesale and retail trade; repair of motor vehicles and motorcycles|retail, wholesale, vehicle repair|47|retail trade, except of motor vehicles and motorcycles|retail trade||||||
|0135-pos1|10.224.18.61|SA0000000732983|windows 2000 server|8578|8578|CIDD706804|SA0000000732983|0135-pos1|0135-pos1|Other|CIDD706804|active|selm - server - select|||||||||||||||||||||||||CIDD706804|Cumberland Farms|CID001826|Direct|managed_service|54: food stores|yes|yes||yes|yes||yes|unk||||yes||||||||||1233.35|active|10|g|wholesale and retail trade; repair of motor vehicles and motorcycles|retail, wholesale, vehicle repair|47|retail trade, except of motor vehicles and motorcycles|retail trade||||||
|0135-pos2|10.224.18.62|SA0000000732982|windows 2000 server|8578|8578|CIDD706804|SA0000000732982|0135-pos2|0135-pos2|Other|CIDD706804|active|selm - server - select|||||||||||||||||||||||||CIDD706804|Cumberland Farms|CID001826|Direct|managed_service|54: food stores|yes|yes||yes|yes||yes|unk||||yes||||||||||1233.35|active|10|g|wholesale and retail trade; repair of motor vehicles and motorcycles|retail, wholesale, vehicle repair|47|retail trade, except of motor vehicles and motorcycles|retail trade||||||
|0138-2459|10.224.19.70|SA0000000735407|windows 2000 server|8578|8578|CIDD706804|SA0000000735407|0138-2459|0138-2459|Other|CIDD706804|active|selm - server - select|||||||||||||||||||||||||CIDD706804|Cumberland Farms|CID001826|Direct|managed_service|54: food stores|yes|yes||yes|yes||yes|unk||||yes||||||||||1233.35|active|10|g|wholesale and retail trade; repair of motor vehicles and motorcycles|retail, wholesale, vehicle repair|47|retail trade, except of motor vehicles and motorcycles|retail trade||||||
|0138-pos1|10.224.19.61|SA0000000735406|windows 2000 server|8578|8578|CIDD706804|SA0000000735406|0138-pos1|0138-pos1|Other|CIDD706804|active|selm - server - select|||||||||||||||||||||||||CIDD706804|Cumberland Farms|CID001826|Direct|managed_service|54: food stores|yes|yes||yes|yes||yes|unk||||yes||||||||||1233.35|active|10|g|wholesale and retail trade; repair of motor vehicles and motorcycles|retail, wholesale, vehicle repair|47|retail trade, except of motor vehicles and motorcycles|retail trade||||||
|0138-pos2|10.224.19.62|SA0000000735410|windows 2000 server|8578|8578|CIDD706804|SA0000000735410|0138-pos2|0138-pos2|Other|CIDD706804|active|selm - server - select|||||||||||||||||||||||||CIDD706804|Cumberland Farms|CID001826|Direct|managed_service|54: food stores|yes|yes||yes|yes||yes|unk||||yes||||||||||1233.35|active|10|g|wholesale and retail trade; repair of motor vehicles and motorcycles|retail, wholesale, vehicle repair|47|retail trade, except of motor vehicles and motorcycles|retail trade||||||
|0139-2030|10.224.20.70|SA0000000735193|windows 2000 server|8578|8578|CIDD706804|SA0000000735193|0139-2030|0139-2030|Other|CIDD706804|active|selm - server - select|||||||||||||||||||||||||CIDD706804|Cumberland Farms|CID001826|Direct|managed_service|54: food stores|yes|yes||yes|yes||yes|unk||||yes||||||||||1233.35|active|10|g|wholesale and retail trade; repair of motor vehicles and motorcycles|retail, wholesale, vehicle repair|47|retail trade, except of motor vehicles and motorcycles|retail trade||||||
|0139-pos1|10.224.20.61|SA0000000735198|windows 2000 server|8578|8578|CIDD706804|SA0000000735198|0139-pos1|0139-pos1|Other|CIDD706804|active|selm - server - select|||||||||||||||||||||||||CIDD706804|Cumberland Farms|CID001826|Direct|managed_service|54: food stores|yes|yes||yes|yes||yes|unk||||yes||||||||||1233.35|active|10|g|wholesale and retail trade; repair of motor vehicles and motorcycles|retail, wholesale, vehicle repair|47|retail trade, except of motor vehicles and motorcycles|retail trade||||||
|0139-pos2|10.224.20.62|SA0000000735191|windows 2000 server|8578|8578|CIDD706804|SA0000000735191|0139-pos2|0139-pos2|Other|CIDD706804|active|selm - server - select|||||||||||||||||||||||||CIDD706804|Cumberland Farms|CID001826|Direct|managed_service|54: food stores|yes|yes||yes|yes||yes|unk||||yes||||||||||1233.35|active|10|g|wholesale and retail trade; repair of motor vehicles and motorcycles|retail, wholesale, vehicle repair|47|retail trade, except of motor vehicles and motorcycles|retail trade||||||
|0144-2031|10.224.21.70|SA0000000732033|windows 2000 server|8578|8578|CIDD706804|SA0000000732033|0144-2031|0144-2031|Other|CIDD706804|active|selm - server - select|||||||||||||||||||||||||CIDD706804|Cumberland Farms|CID001826|Direct|managed_service|54: food stores|yes|yes||yes|yes||yes|unk||||yes||||||||||1233.35|active|10|g|wholesale and retail trade; repair of motor vehicles and motorcycles|retail, wholesale, vehicle repair|47|retail trade, except of motor vehicles and motorcycles|retail trade||||||
|0144-pos1|10.224.21.61|SA0000000732772|windows 2000 server|8578|8578|CIDD706804|SA0000000732772|0144-pos1|0144-pos1|Other|CIDD706804|active|selm - server - select|||||||||||||||||||||||||CIDD706804|Cumberland Farms|CID001826|Direct|managed_service|54: food stores|yes|yes||yes|yes||yes|unk||||yes||||||||||1233.35|active|10|g|wholesale and retail trade; repair of motor vehicles and motorcycles|retail, wholesale, vehicle repair|47|retail trade, except of motor vehicles and motorcycles|retail trade||||||
|0144-pos2|10.224.21.62|SA0000000732149|windows 2000 server|8578|8578|CIDD706804|SA0000000732149|0144-pos2|0144-pos2|Other|CIDD706804|active|selm - server - select|||||||||||||||||||||||||CIDD706804|Cumberland Farms|CID001826|Direct|managed_service|54: food stores|yes|yes||yes|yes||yes|unk||||yes||||||||||1233.35|active|10|g|wholesale and retail trade; repair of motor vehicles and motorcycles|retail, wholesale, vehicle repair|47|retail trade, except of motor vehicles and motorcycles|retail trade||||||
|0145-2036|10.224.22.70|SA0000000734394|windows 2000 server|8578|8578|CIDD706804|SA0000000734394|0145-2036|0145-2036|Other|CIDD706804|active|selm - server - select|||||||||||||||||||||||||CIDD706804|Cumberland Farms|CID001826|Direct|managed_service|54: food stores|yes|yes||yes|yes||yes|unk||||yes||||||||||1233.35|active|10|g|wholesale and retail trade; repair of motor vehicles and motorcycles|retail, wholesale, vehicle repair|47|retail trade, except of motor vehicles and motorcycles|retail trade||||||
|0145-pos1|10.224.22.61|SA0000000734395|windows 2000 server|8578|8578|CIDD706804|SA0000000734395|0145-pos1|0145-pos1|Other|CIDD706804|active|selm - server - select|||||||||||||||||||||||||CIDD706804|Cumberland Farms|CID001826|Direct|managed_service|54: food stores|yes|yes||yes|yes||yes|unk||||yes||||||||||1233.35|active|10|g|wholesale and retail trade; repair of motor vehicles and motorcycles|retail, wholesale, vehicle repair|47|retail trade, except of motor vehicles and motorcycles|retail trade||||||
|0145-pos2|10.224.22.62|SA0000000734392|windows 2000 server|8578|8578|CIDD706804|SA0000000734392|0145-pos2|0145-pos2|Other|CIDD706804|active|selm - server - select|||||||||||||||||||||||||CIDD706804|Cumberland Farms|CID001826|Direct|managed_service|54: food stores|yes|yes||yes|yes||yes|unk||||yes||||||||||1233.35|active|10|g|wholesale and retail trade; repair of motor vehicles and motorcycles|retail, wholesale, vehicle repair|47|retail trade, except of motor vehicles and motorcycles|retail trade||||||
|0150-2077|10.224.23.70|SA0000000737384|windows 2000 server|8578|8578|CIDD706804|SA0000000737384|0150-2077|0150-2077|Other|CIDD706804|active|selm - server - select|||||||||||||||||||||||||CIDD706804|Cumberland Farms|CID001826|Direct|managed_service|54: food stores|yes|yes||yes|yes||yes|unk||||yes||||||||||1233.35|active|10|g|wholesale and retail trade; repair of motor vehicles and motorcycles|retail, wholesale, vehicle repair|47|retail trade, except of motor vehicles and motorcycles|retail trade||||||
|0150-pos1|10.224.23.61|SA0000000737385|windows 2000 server|8578|8578|CIDD706804|SA0000000737385|0150-pos1|0150-pos1|Other|CIDD706804|active|selm - server - select|||||||||||||||||||||||||CIDD706804|Cumberland Farms|CID001826|Direct|managed_service|54: food stores|yes|yes||yes|yes||yes|unk||||yes||||||||||1233.35|active|10|g|wholesale and retail trade; repair of motor vehicles and motorcycles|retail, wholesale, vehicle repair|47|retail trade, except of motor vehicles and motorcycles|retail trade||||||
|0150-pos2|10.224.23.62|SA0000000738690|windows 2000 server|8578|8578|CIDD706804|SA0000000738690|0150-pos2|0150-pos2|Other|CIDD706804|active|selm - server - select|||||||||||||||||||||||||CIDD706804|Cumberland Farms|CID001826|Direct|managed_service|54: food stores|yes|yes||yes|yes||yes|unk||||yes||||||||||1233.35|active|10|g|wholesale and retail trade; repair of motor vehicles and motorcycles|retail, wholesale, vehicle repair|47|retail trade, except of motor vehicles and motorcycles|retail trade||||||
|0152-2045|10.224.24.70|SA0000000734728|windows 2000 server|8578|8578|CIDD706804|SA0000000734728|0152-2045|0152-2045|Other|CIDD706804|active|selm - server - select|||||||||||||||||||||||||CIDD706804|Cumberland Farms|CID001826|Direct|managed_service|54: food stores|yes|yes||yes|yes||yes|unk||||yes||||||||||1233.35|active|10|g|wholesale and retail trade; repair of motor vehicles and motorcycles|retail, wholesale, vehicle repair|47|retail trade, except of motor vehicles and motorcycles|retail trade||||||
|0152-pos1|10.224.24.61|SA0000000734729|windows 2000 server|8578|8578|CIDD706804|SA0000000734729|0152-pos1|0152-pos1|Other|CIDD706804|active|selm - server - select|||||||||||||||||||||||||CIDD706804|Cumberland Farms|CID001826|Direct|managed_service|54: food stores|yes|yes||yes|yes||yes|unk||||yes||||||||||1233.35|active|10|g|wholesale and retail trade; repair of motor vehicles and motorcycles|retail, wholesale, vehicle repair|47|retail trade, except of motor vehicles and motorcycles|retail trade||||||
